Day,Age,"Ad set name","Ad name","Campaign name","Account name","Account ID",Reach,Impressions,"Attribution setting",Frequency,"Amount spent (USD)","Link clicks",Purchases,"Mobile app purchases","Website purchases","Cost per purchase","App Installs","Mobile app installs","Desktop app installs","Cost per App Install","Landing page views","New messaging connections","Cost per new messaging connection","Messaging conversations started","CPM (cost per 1,000 impressions)","Campaign delivery","Post reactions","Post engagement","Post shares","Cost per Page engagement","Cost per landing page view","Reporting starts","Reporting ends","Campaign name","Clicks (all)","CPC (cost per link click)","100% VTR","50% VTR","25% VTR","75% VTR","CTR (link click-through rate)","Delivery status","Delivery level","Result Type","Cost per result",Results,"Page engagement",ThruPlays,"Result rate"
2023-05-09,18-24,"Core Audience: Parents with student kids","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,11312,11997,"7-day click or 1-day view",1.0605551626591,0.39,32,,,,,,,,,1,,,,0.03250813,active,6,322,,0.00121118,0.39,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",54,0.0121875,0.00333417,0.00808535,0.01875469,0.00500125,0.26673335000417,active,ad,Reach,0.034476661951909,11312,322,40,94.290239226473
2023-05-09,18-24,"Core Audience: Parents with student kids","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,2500,2558,"7-day click or 1-day view",1.0232,0.08,7,,,,,,,,,,,,,0.03127443,active,,65,,0.00123077,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",8,0.01142857,0.00117279,0.0050821,0.01055512,0.00351837,0.27365129007037,active,ad,Reach,0.032,2500,65,9,97.73260359656
2023-05-09,25-34,"[Dhaka to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,1236,2219,"7-day click or 1-day view",1.7953074433657,0.56,8,6,,6,0.09333333,1,1,,0.56,4,,,,0.25236593,active,4,12,,0.04666667,0.14,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",27,0.07,0,0,0,0,0.3605227579991,active,ad,,,6,12,,0.27039206849932
2023-05-09,25-34,"[Cox bazar & Teknaf to Pan BD productset] Custom Audience: Bdtickets website visitor 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,452,900,"7-day click or 1-day view",1.9911504424779,0.35,4,,,,,,,,,2,,,,0.38888889,active,3,7,,0.05,0.175,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",15,0.0875,0,0,0,0,0.44444444444444,active,ad,,,,7,,
2023-05-09,25-34,"[Rajshahi to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,114,225,"7-day click or 1-day view",1.9736842105263,0.05,1,,,,,,,,,,,,,0.22222222,active,,1,,0.05,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",4,0.05,0,0,0,0,0.44444444444444,active,ad,,,,1,,
2023-05-09,25-34,"[Chittagong to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,101,180,"7-day click or 1-day view",1.7821782178218,0.07,1,,,,,,,,,,,,,0.38888889,active,,1,,0.07,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",3,0.07,0,0,0,0,0.55555555555556,active,ad,,,,1,,
2023-05-09,18-24,"[Dhaka to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,1009,1795,"7-day click or 1-day view",1.7789890981169,0.35,10,6,,6,0.05833333,,,,,8,1,0.35,1,0.19498607,active,3,13,,0.02692308,0.04375,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",32,0.035,0,0,0,0,0.55710306406685,active,ad,,,6,13,,0.33426183844011
2023-05-09,35-44,"[Dhaka to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,306,487,"7-day click or 1-day view",1.5915032679739,0.16,3,,,,,,,,,1,,,,0.32854209,active,,3,,0.05333333,0.16,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",5,0.05333333,0,0,0,0,0.61601642710472,active,ad,,,,3,,
2023-05-09,18-24,"[Cox bazar & Teknaf to Pan BD productset] Custom Audience: Bdtickets website visitor 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,270,559,"7-day click or 1-day view",2.0703703703704,0.17,4,,,,,,,,,2,,,,0.30411449,active,2,6,,0.02833333,0.085,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",14,0.0425,0,0,0,0,0.71556350626118,active,ad,,,,6,,
2023-05-09,25-34,"[Khulna to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,75,126,"7-day click or 1-day view",1.68,0.04,1,,,,,,,,,1,,,,0.31746032,active,,1,,0.04,0.04,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",3,0.04,0,0,0,0,0.79365079365079,active,ad,,,,1,,
2023-05-09,25-34,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Bus Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,3916,6988,"7-day click or 1-day view",1.7844739530133,0.58,70,,,,,,,,,29,,,,0.08299943,active,,4488,,0.00012923,0.02,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",71,0.00828571,0.11777333,0.23111048,0.58070979,0.13337149,1.0017172295363,active,ad,,,29,4488,810,0.41499713795077
2023-05-09,18-24,"Remarketing: the audience who viewed BDtickets OVC & Brand Motion dynamic","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,2160,4071,"7-day click or 1-day view",1.8847222222222,0.61,41,,,,,,,,,17,,,,0.14984033,active,,2632,,0.00023176,0.03588235,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",45,0.01487805,0.08278064,0.18742324,0.55072464,0.13313682,1.0071235568656,active,ad,,,17,2632,539,0.41758781626136
2023-05-09,18-24,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Bus Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,3028,5221,"7-day click or 1-day view",1.7242404227213,0.54,54,,,,,,,,,21,,,,0.10342846,active,,3234,,0.00016698,0.02571429,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",54,0.01,0.1187512,0.22715955,0.55640682,0.13713848,1.0342846198046,active,ad,,,21,3234,605,0.40222179659069
2023-05-09,45-54,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Bus Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,1840,2899,"7-day click or 1-day view",1.5755434782609,0.42,30,,,,,,,,,12,,,,0.14487754,active,,1584,,0.00026515,0.035,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",31,0.014,0.11210762,0.2238703,0.49534322,0.12935495,1.034839599862,active,ad,,,12,1584,311,0.41393583994481
2023-05-09,25-34,"Remarketing: the audience who viewed BDtickets OVC & Brand Motion dynamic","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,2660,4521,"7-day click or 1-day view",1.6996240601504,0.54,47,,,,,,,,,16,,,,0.1194426,active,,2771,,0.00019488,0.03375,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",48,0.01148936,0.08095554,0.18292413,0.52908649,0.13205043,1.0395930103959,active,ad,,,16,2771,589,0.35390400353904
2023-05-09,35-44,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Bus Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,3280,5166,"7-day click or 1-day view",1.575,0.52,56,,,,,,,,,14,,,,0.10065815,active,,3092,,0.00016818,0.03714286,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",61,0.00928571,0.12756485,0.23015873,0.54277971,0.14401858,1.0840108401084,active,ad,,,14,3092,635,0.2710027100271
2023-05-09,18-24,"[Rajshahi to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,147,252,"7-day click or 1-day view",1.7142857142857,0.05,3,,,,,,,,,1,,,,0.1984127,active,1,4,,0.0125,0.05,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",9,0.01666667,0,0,0,0,1.1904761904762,active,ad,,,,4,,
2023-05-09,18-24,"[Chittagong to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,151,248,"7-day click or 1-day view",1.6423841059603,0.02,3,1,,1,0.02,,,,,2,,,,0.08064516,active,1,4,,0.005,0.01,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",7,0.00666667,0,0,0,0,1.2096774193548,active,ad,,,1,4,,0.40322580645161
2023-05-09,35-44,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,56,79,"7-day click or 1-day view",1.4107142857143,0,1,,,,,,,,,,,,,0,active,,54,,0,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",1,0,0.11392405,0.21518987,0.63291139,0.18987342,1.2658227848101,active,ad,,,,54,15,
2023-05-09,25-34,"Remarketing: People who follow the page and engaged users in post/ads last 30 days","Bus Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,225,232,"7-day click or 1-day view",1.0311111111111,0.03,3,,,,,,,,,1,,,,0.12931034,active,,35,,0.00085714,0.03,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",4,0.01,0.05603448,0.06896552,0.12931034,0.06034483,1.2931034482759,active,ad,,,1,35,13,0.43103448275862
2023-05-09,18-24,"[Khulna to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,96,153,"7-day click or 1-day view",1.59375,0.01,2,,,,,,,,,2,,,,0.06535948,active,1,3,,0.00333333,0.005,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",5,0.005,0,0,0,0,1.3071895424837,active,ad,,,,3,,
2023-05-09,55-64,"Remarketing: the audience who viewed BDtickets OVC & Brand Motion dynamic","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,122,198,"7-day click or 1-day view",1.6229508196721,0.03,3,,,,,,,,,1,,,,0.15151515,active,,84,,0.00035714,0.03,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",3,0.01,0.07070707,0.13131313,0.36363636,0.1010101,1.5151515151515,active,ad,,,1,84,21,0.50505050505051
2023-05-09,45-54,"Remarketing: the audience who viewed BDtickets OVC & Brand Motion dynamic","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,1566,2439,"7-day click or 1-day view",1.5574712643678,0.4,38,,,,,,,,,17,,,,0.16400164,active,,1335,,0.00029963,0.02352941,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",44,0.01052632,0.07257073,0.17097171,0.46740467,0.13202132,1.5580155801558,active,ad,,,17,1335,319,0.6970069700697
2023-05-09,45-54,"[Cox bazar & Teknaf to Pan BD productset] Custom Audience: Bdtickets website visitor 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,28,63,"7-day click or 1-day view",2.25,0.02,1,,,,,,,,,,,,,0.31746032,active,,1,,0.02,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",3,0.02,0,0,0,0,1.5873015873016,active,ad,,,,1,,
2023-05-09,55-64,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Bus Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,156,247,"7-day click or 1-day view",1.5833333333333,0.09,4,,,,,,,,,2,,,,0.36437247,active,,120,,0.00075,0.045,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",4,0.0225,0.07287449,0.18218623,0.42510121,0.09311741,1.6194331983806,active,ad,,,2,120,16,0.80971659919028
2023-05-09,35-44,"Remarketing: the audience who viewed BDtickets OVC & Brand Motion dynamic","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,2102,3277,"7-day click or 1-day view",1.5589914367269,0.43,58,,,,,,,,,11,,,,0.13121758,active,,1990,,0.00021608,0.03909091,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",59,0.00741379,0.07873055,0.18553555,0.51571559,0.13091242,1.7699115044248,active,ad,,,11,1990,421,0.33567287152884
2023-05-09,18-24,"Remarketing: People who follow the page and engaged users in post/ads last 30 days","Bus Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,55,56,"7-day click or 1-day view",1.0181818181818,0,1,,,,,,,,,,,,,0,active,,13,,0,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",1,0,0.19642857,0.21428571,0.21428571,0.19642857,1.7857142857143,active,ad,,,,13,11,
2023-05-09,25-34,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,53,70,"7-day click or 1-day view",1.3207547169811,0,2,,,,,,,,,,,,,0,active,,42,,0,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",2,0,0.1,0.2,0.45714286,0.11428571,2.8571428571429,active,ad,,,,42,8,
2023-05-09,45-54,"Custom Audience: Lookalike (1%) - Purchaser last 180 days","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,35,35,"7-day click or 1-day view",1,0.03,1,,,,,,,,,,,,,0.85714286,active,,13,,0.00230769,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",1,0.03,,0.22857143,0.28571429,0.17142857,2.8571428571429,active,ad,,,,13,6,
2023-05-09,25-34,"Custom Audience: Lookalike (1%) - Purchaser last 180 days","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,97,97,"7-day click or 1-day view",1,0.03,3,,,,,,,,,2,,,,0.30927835,active,,19,,0.00157895,0.015,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",3,0.01,0.02061856,0.1443299,0.16494845,0.1443299,3.0927835051546,active,ad,,,2,19,14,2.0618556701031
2023-05-09,35-44,"Remarketing: People who follow the page and engaged users in post/ads last 30 days","Bus Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,50,53,"7-day click or 1-day view",1.06,0.01,2,,,,,,,,,1,,,,0.18867925,active,,15,,0.00066667,0.01,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",2,0.005,0.11320755,0.11320755,0.24528302,0.11320755,3.7735849056604,active,ad,,,1,15,5,1.8867924528302
2023-05-09,35-44,"[Khulna to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,16,20,"7-day click or 1-day view",1.25,0.01,1,,,,,,,,,1,,,,0.5,active,,1,,0.01,0.01,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",1,0.01,0,0,0,0,5,active,ad,,,,1,,
2023-05-09,25-34,"Remarketing: People who follow the page and engaged users in post/ads last 30 days","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,36,36,"7-day click or 1-day view",1,0,2,,,,,,,,,1,,,,0,active,,17,,0,0,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",2,0,0,0.25,0.38888889,0.25,5.5555555555556,active,ad,,,1,17,9,2.7777777777778
